index,opt_cost_model,opt_dist_model,opt_cost_sim,opt_dist_sim,pp_cost_model,pp_dist_model,pp_cost_sim,pp_dist_sim,ratio_opt_model,ratio_opt_sim,ratio_pp_model,ratio_pp_sim,wind_direction
0,840.008000806895,24375.9919707719,2124.782118072268,25674.768764869663,8552.795287574208,12000.0,15346.679327432601,21732.923255856498,0.034460464288555266,0.08275759511336166,0.7127329406311841,0.7061488759132779,0
1,1097.0748601754901,31819.5590372395,2870.1861222950893,33523.57729232983,8548.934387319929,12000.0,15245.466270670342,19494.482676430882,0.03447800325867327,0.08561694049733129,0.7124111989433274,0.7820400532660626,15
2,1633.28766669792,18999.8003366672,6989.415742384331,22520.846254073535,8548.934387319929,12000.0,14925.774737955933,17580.61536611542,0.0859634121283834,0.3103531574050019,0.7124111989433274,0.8489904606367544,30
3,2904.6365198561602,29424.0163982301,12903.47684788162,35842.04945801964,8507.15679622333,12000.0,13215.860824252219,15648.02602647082,0.09871652056416332,0.360009459364062,0.7089297330186107,0.8445704782121237,45
4,4764.81013139491,18000.9139291164,15911.513391705,28041.5900120048,8507.15679622333,12000.0,11066.62905321468,13984.905084518436,0.26469823422064426,0.5674255056469042,0.7089297330186107,0.7913267187966585,60
5,8328.189759478671,12211.657094214299,11109.224659850659,13978.655037489129,8613.52652216249,12000.0,9472.017377999593,12790.863492794484,0.6819868667475476,0.7947277209471877,0.7177938768468742,0.7405299402448859,75
6,8613.52652216249,12000.0,8782.174291427025,12229.911545674555,8613.52652216249,12000.0,8782.174291427025,12229.911545674555,0.7177938768468742,0.7180897636608895,0.7177938768468742,0.7180897636608895,90
7,8613.32965498999,12000.0,9496.868039266416,12790.863617651748,8613.32965498999,12000.0,9496.868039266416,12790.863617651748,0.7177774712491658,0.7424727776911383,0.7177774712491658,0.7424727776911383,105
8,8613.32965498999,12000.0,11108.223899873137,13984.904883870002,8613.32965498999,12000.0,11108.223899873137,13984.904883870002,0.7177774712491658,0.7943009975480928,0.7177774712491658,0.7943009975480928,120
9,8504.107770486691,12000.0,13309.792048547419,15648.026522597651,8504.107770486691,12000.0,13309.792048547419,15648.026522597651,0.7086756475405576,0.850573203549116,0.7086756475405576,0.850573203549116,135
10,8504.107770486691,12000.0,14965.59362915914,17580.615057348477,8504.107770486691,12000.0,14965.59362915914,17580.615057348477,0.7086756475405576,0.8512554071823392,0.7086756475405576,0.8512554071823392,150
11,8552.795287574208,12000.0,15272.871582596155,19494.482633461623,8552.795287574208,12000.0,15272.871582596155,19494.482633461623,0.7127329406311841,0.7834458533606214,0.7127329406311841,0.7834458533606214,165
12,8552.795287574208,12000.0,15338.783108282832,21732.92305890452,8552.795287574208,12000.0,15338.783108282832,21732.92305890452,0.7127329406311841,0.7057855524868364,0.7127329406311841,0.7057855524868364,180
13,8548.934387319929,12000.0,14890.221228714187,21101.360098093068,8548.934387319929,12000.0,14890.221228714187,21101.360098093068,0.7124111989433274,0.7056522024881143,0.7124111989433274,0.7056522024881143,195
14,8548.934387319929,12000.0,14850.821845571934,21099.46984127548,8548.934387319929,12000.0,14850.821845571934,21099.46984127548,0.7124111989433274,0.7038481041130363,0.7124111989433274,0.7038481041130363,210
15,8507.15679622333,12000.0,13941.705162143711,20247.55164454549,8507.15679622333,12000.0,13941.705162143711,20247.55164454549,0.7089297330186107,0.6885625189107486,0.7089297330186107,0.6885625189107486,225
16,8507.15679622333,12000.0,12771.881450878702,18438.02846858881,8507.15679622333,12000.0,12771.881450878702,18438.02846858881,0.7089297330186107,0.6926923598494813,0.7089297330186107,0.6926923598494813,240
17,8613.52652216249,12000.0,11123.868490184992,15746.279594245576,8613.52652216249,12000.0,11123.868490184992,15746.279594245576,0.7177938768468742,0.7064442380567262,0.7177938768468742,0.7064442380567262,255
18,8613.52652216249,12000.0,8772.57419727605,12229.908246582256,8613.52652216249,12000.0,8772.57419727605,12229.908246582256,0.7177938768468742,0.7173049887539111,0.7177938768468742,0.7173049887539111,270
19,8329.58888356251,12241.796611158301,12986.300606759114,18809.887194713298,8613.32965498999,12000.0,11116.873358771189,15746.279677243978,0.680422093924527,0.6903975803963908,0.7177774712491658,0.7059999940707862,285
20,4772.30264762926,18375.9920101009,15659.94803236235,28042.284876310998,8613.32965498999,12000.0,12768.148189161562,18438.028297874054,0.2597031303129662,0.5584405158650695,0.7177774712491658,0.6924898900732113,300
21,2951.74012876301,31013.0500596678,13054.157949359324,37645.79124606109,8504.107770486691,12000.0,13958.493585285483,20247.5517171134,0.09517735672834457,0.3467627460407062,0.7086756475405576,0.6893916746234384,315
22,1605.00818268133,19304.1952328076,6884.383029737728,22827.734506454584,8504.107770486691,12000.0,14874.384256172563,21099.469417957425,0.08314297298203908,0.3015797747161969,0.7086756475405576,0.7049648482398904,330
23,1146.48770165013,33286.6743396921,2777.412028961897,35039.43606454909,8552.795287574208,12000.0,14888.814952800645,21101.360560356483,0.03444284310142156,0.07926531762227546,0.7127329406311841,0.7055855431792648,345
