index,opt_cost_model,opt_dist_model,opt_cost_sim,opt_dist_sim,pp_cost_model,pp_dist_model,pp_cost_sim,pp_dist_sim,ratio_opt_model,ratio_opt_sim,ratio_pp_model,ratio_pp_sim,wind_direction
0,2060.04324383399,13928.0035987029,3909.3019822888127,16798.354990527452,3985.6251934574498,12000.0,6393.15873796617,18817.056586197887,0.14790657033042692,0.23271933379746157,0.3321354327881208,0.33975338856426057,0
1,2180.10041686133,14727.0779853969,4145.974550268379,17760.94770847124,3988.6054883829497,12000.0,6172.171426276855,17261.826115971482,0.14803346726506625,0.23343205657268615,0.33238379069857915,0.3575619047955802,15
2,2400.18007179638,13928.0035987029,4700.682850370922,18171.065217203566,3988.6054883829497,12000.0,5799.198403064878,15705.843124749084,0.172327645867345,0.2586905497384117,0.33238379069857915,0.36923827374326496,30
3,2651.6766836263396,14727.0779853969,5422.304974399427,19810.418199607982,4092.5744386300703,12000.0,5220.261081597096,14269.08503207372,0.1800545013923124,0.2737097682524807,0.3410478698858392,0.3658441357566454,45
4,3400.94825139761,18000.9139291164,7260.037584340164,25047.093992133818,4092.5744386300703,12000.0,4676.581430719567,13092.533470203924,0.18893197672017037,0.28985548529582794,0.3410478698858392,0.3571945369750295,60
5,4064.26116987786,12211.657094214299,4704.280759439044,13108.081975085906,4147.34049396592,12000.0,4288.122662410794,12327.667712709555,0.33281815387720365,0.3588839899216616,0.3456117078304934,0.3478454126395566,75
6,4147.34049396592,12000.0,4170.798215000455,12065.87750354442,4147.34049396592,12000.0,4170.798215000455,12065.87750354442,0.3456117078304934,0.34566886774503214,0.3456117078304934,0.34566886774503214,90
7,4147.2727848184795,12000.0,4292.518295842109,12327.667167442849,4147.2727848184795,12000.0,4292.518295842109,12327.667167442849,0.34560606540154,0.3482019945491856,0.34560606540154,0.3482019945491856,105
8,4147.2727848184795,12000.0,4680.472534778043,13092.533080478039,4147.2727848184795,12000.0,4680.472534778043,13092.533080478039,0.34560606540154,0.3574917478541248,0.34560606540154,0.3574917478541248,120
9,4089.28558834233,12000.0,5228.7159409982505,14269.085246571345,4089.28558834233,12000.0,5228.7159409982505,14269.085246571345,0.3407737990285275,0.3664366601394182,0.3407737990285275,0.3664366601394182,135
10,4089.28558834233,12000.0,5804.050755803467,15705.843745563076,4089.28558834233,12000.0,5804.050755803467,15705.843745563076,0.3407737990285275,0.369547211205582,0.3407737990285275,0.369547211205582,150
11,3985.6251934574498,12000.0,6173.93771189868,17261.825375912005,3985.6251934574498,12000.0,6173.93771189868,17261.825375912005,0.3321354327881208,0.35766424334903163,0.3321354327881208,0.35766424334903163,165
12,3985.6251934574498,12000.0,6391.47085491753,18817.056817610777,3985.6251934574498,12000.0,6391.47085491753,18817.056817610777,0.3321354327881208,0.3396636847551945,0.3321354327881208,0.3396636847551945,180
13,3988.6054883829497,12000.0,6348.091660763546,18736.59165615916,3988.6054883829497,12000.0,6348.091660763546,18736.59165615916,0.33238379069857915,0.33880717353824485,0.33238379069857915,0.33880717353824485,195
14,3988.6054883829497,12000.0,6161.046374160076,18383.951791136355,3988.6054883829497,12000.0,6161.046374160076,18383.951791136355,0.33238379069857915,0.33513177385128723,0.33238379069857915,0.33513177385128723,210
15,4092.5744386300703,12000.0,5763.734289166453,17547.928320806976,4092.5744386300703,12000.0,5763.734289166453,17547.928320806976,0.3410478698858392,0.3284566806859054,0.3410478698858392,0.3284566806859054,225
16,4092.5744386300703,12000.0,5401.406245956096,16169.763333284622,4092.5744386300703,12000.0,5401.406245956096,16169.763333284622,0.3410478698858392,0.33404361799393695,0.3410478698858392,0.33404361799393695,240
17,4147.34049396592,12000.0,4866.366592805092,14291.71233780646,4147.34049396592,12000.0,4866.366592805092,14291.71233780646,0.3456117078304934,0.3405026967924544,0.3456117078304934,0.3405026967924544,255
18,4147.34049396592,12000.0,4168.436787149203,12065.875033157296,4147.34049396592,12000.0,4168.436787149203,12065.875033157296,0.3456117078304934,0.3454732272374979,0.3456117078304934,0.3454732272374979,270
19,4067.0605443000895,12241.796611158301,5487.133994661967,16435.59951572015,4147.2727848184795,12000.0,4863.515087761132,14291.712070270542,0.33222742326832944,0.3338566378070779,0.34560606540154,0.34030318158159384,285
20,3445.28561518198,18375.9920101009,7299.420973819767,25478.463015166617,4147.2727848184795,12000.0,5394.121856419043,16169.76370432901,0.1874884149540432,0.2864937719938061,0.34560606540154,0.3335931158335304,300
21,2654.57002228246,14848.996344382,5387.846318664186,19910.892448920476,4089.28558834233,12000.0,5762.294316604554,17547.92893581466,0.17877100651902278,0.27059793188508247,0.3407737990285275,0.3283746097719788,315
22,2385.30358936738,13928.0035987029,4640.019822156335,18121.012353781836,4089.28558834233,12000.0,6162.297475426099,18383.95250211632,0.1712595471751257,0.25605742833611433,0.3407737990285275,0.33519981487749756,330
23,2194.37099708445,14848.996344382,4152.0632880584035,17891.54133609103,3985.6251934574498,12000.0,6346.493325559956,18736.591568815038,0.14777907854456931,0.23206850712648283,0.3321354327881208,0.33872186957007616,345
