index,opt_cost_model,opt_dist_model,opt_cost_sim,opt_dist_sim,pp_cost_model,pp_dist_model,pp_cost_sim,pp_dist_sim,ratio_opt_model,ratio_opt_sim,ratio_pp_model,ratio_pp_sim,wind_direction
0,5351.10258571831,13928.0035987029,7042.3368612888335,14949.444284050374,9171.87459425338,12000.0,10643.194008056767,13666.001673494193,0.38419738678245696,0.47107683252161636,0.7643228828544484,0.7788081885501088,0
1,5662.974223037951,14727.0779853969,7436.907555529789,15798.281579043558,9169.8567993715,12000.0,10536.550338217581,13485.230876767671,0.38452802576677136,0.47074154985279265,0.7641547332809584,0.7813400033343092,15
2,6081.873886957521,13928.0035987029,8731.222938196068,15038.955315072582,9169.8567993715,12000.0,9810.703007864102,13159.637887508276,0.4366651576342154,0.5805737669454555,0.7641547332809584,0.7455146632246519,30
3,6707.98463966824,14727.0779853969,9845.523870830677,16030.208783573347,9092.30839673813,12000.0,9722.480673371796,12797.687546273279,0.45548646149085065,0.6141856293799299,0.7576923663948442,0.7597060514423177,45
4,8588.42467056639,18000.9139291164,12894.761722026567,19765.354489791785,9092.30839673813,12000.0,9530.260891365046,12507.888056959975,0.47711047918931776,0.6523921303150079,0.7576923663948442,0.7619400531860342,60
5,8946.09742131427,12211.657094214299,9549.416343977213,12651.67824629814,9048.57972188141,12000.0,9268.21932864261,12308.466827310118,0.7325866876455939,0.7547944358110242,0.7540483101567841,0.7529954346611404,75
6,9048.57972188141,12000.0,9228.888682383142,12235.768692838265,9048.57972188141,12000.0,9228.888682383142,12235.768692838265,0.7540483101567841,0.7542549155726453,0.7540483101567841,0.7542549155726453,90
7,9048.63368093446,12000.0,9264.427893790576,12308.467442159399,9048.63368093446,12000.0,9264.427893790576,12308.467442159399,0.7540528067445382,0.7526873623646864,0.7540528067445382,0.7526873623646864,105
8,9048.63368093446,12000.0,9521.497943461858,12507.887884349982,9048.63368093446,12000.0,9521.497943461858,12507.887884349982,0.7540528067445382,0.7612394699648107,0.7540528067445382,0.7612394699648107,120
9,9094.91237431773,12000.0,9731.682318690811,12797.68752926585,9094.91237431773,12000.0,9731.682318690811,12797.68752926585,0.7579093645264775,0.7604250608898151,0.7579093645264775,0.7604250608898151,135
10,9094.91237431773,12000.0,9783.375159192863,13159.637589725506,9094.91237431773,12000.0,9783.375159192863,13159.637589725506,0.7579093645264775,0.74343803866083,0.7579093645264775,0.74343803866083,150
11,9171.87459425338,12000.0,10564.798237283825,13485.231791007494,9171.87459425338,12000.0,10564.798237283825,13485.231791007494,0.7643228828544484,0.7834346788409574,0.7643228828544484,0.7834346788409574,165
12,9171.87459425338,12000.0,10650.551230030997,13666.001452068424,9171.87459425338,12000.0,10650.551230030997,13666.001452068424,0.7643228828544484,0.7793465606883115,0.7643228828544484,0.7793465606883115,180
13,9169.8567993715,12000.0,10512.106455533343,13539.376819474346,9169.8567993715,12000.0,10512.106455533343,13539.376819474346,0.7641547332809584,0.7764099186908859,0.7641547332809584,0.7764099186908859,195
14,9169.8567993715,12000.0,9846.000138286296,13358.253142495589,9169.8567993715,12000.0,9846.000138286296,13358.253142495589,0.7641547332809584,0.7370724325446393,0.7641547332809584,0.7370724325446393,210
15,9092.30839673813,12000.0,9806.530858395501,13068.56156631395,9092.30839673813,12000.0,9806.530858395501,13068.56156631395,0.7576923663948442,0.750390990518284,0.7576923663948442,0.750390990518284,225
16,9092.30839673813,12000.0,9583.038041323809,12688.624451264717,9092.30839673813,12000.0,9583.038041323809,12688.624451264717,0.7576923663948442,0.7552464081611806,0.7576923663948442,0.7552464081611806,240
17,9048.57972188141,12000.0,9229.157613581876,12272.817110442993,9048.57972188141,12000.0,9229.157613581876,12272.817110442993,0.7540483101567841,0.7519999304584069,0.7540483101567841,0.7519999304584069,255
18,9048.57972188141,12000.0,9226.37473353057,12235.771443057654,9048.57972188141,12000.0,9226.37473353057,12235.771443057654,0.7540483101567841,0.7540492870815629,0.7540483101567841,0.7540492870815629,270
19,8957.19621262059,12241.796611158301,9613.943903014755,12886.79292855849,9048.63368093446,12000.0,9226.324841624806,12272.817231289566,0.7316896773514582,0.7460307584914508,0.7540528067445382,0.7517691062898156,285
20,8685.11662765592,12000.9139684455,9571.321272268702,12706.674652085967,9048.63368093446,12000.0,9572.81082280433,12688.62402450147,0.7237045987074031,0.7532514630566578,0.7540528067445382,0.7544404187813769,300
21,6725.21352531542,14848.996344382,9713.971725654832,16138.871925069807,9094.91237431773,12000.0,9807.546050414014,13068.561132804498,0.4529069419469452,0.6018990528430515,0.7579093645264775,0.7504686974142291,315
22,6052.23840728277,13928.0035987029,8552.121082616872,15003.07177671201,9094.91237431773,12000.0,9828.540464989279,13358.253033102175,0.43453739542732517,0.5700246729400842,0.7579093645264775,0.73576540589805,330
23,5700.012919922011,14848.996344382,7520.876742462957,15942.842187834824,9171.87459425338,12000.0,10539.223457315351,13539.375854521479,0.383865197871004,0.4717400231309921,0.7643228828544484,0.7784127991243979,345
