index,opt_cost_model,opt_dist_model,opt_cost_sim,opt_dist_sim,pp_cost_model,pp_dist_model,pp_cost_sim,pp_dist_sim,ratio_opt_model,ratio_opt_sim,ratio_pp_model,ratio_pp_sim,wind_direction
0,1918.08508565237,24375.9919707719,3969.088870487124,25680.69281565917,11735.2419642578,12000.0,20833.1926741644,21684.647955458684,0.07868746789678366,0.15455536573635253,0.9779368303548167,0.9607346504751557,0
1,2482.81834361088,17122.6206244063,7745.924239772144,19825.31879593285,11733.4471016597,12000.0,20640.275433661216,19464.25443514673,0.1450022399066596,0.39070868516682894,0.9777872584716416,1.0604195245408905,15
2,3101.19431939133,18999.8003366672,10140.40500405243,22526.755210982414,11733.4471016597,12000.0,20095.579506667367,17568.431693342547,0.16322246889123457,0.45014938499037377,0.9777872584716416,1.1438459537787011,30
3,5272.50019056903,14727.0779853969,15939.649449489623,22087.619187329277,11594.2828850541,12000.0,17816.660325150242,15653.89001841668,0.35801400629487695,0.7216553904838018,0.966190240421175,1.1381618437454895,45
4,7234.225871427099,18000.9139291164,21890.14103674505,28029.456684989,11594.2828850541,12000.0,14873.905140559657,13972.780819907874,0.401881032258355,0.7809691526581812,0.966190240421175,1.0644914088516937,60
5,11208.6710889199,12211.657094214299,14841.53428333458,13966.551787096667,11567.816302531799,12000.0,12679.827241269752,12778.760086943408,0.9178665108628379,1.0626484267252199,0.9639846918776499,0.9922580246439762,75
6,11567.816302531799,12000.0,11812.940180586245,12235.782229543025,11567.816302531799,12000.0,11812.940180586245,12235.782229543025,0.9639846918776499,0.9654421727173407,0.9639846918776499,0.9654421727173407,90
7,11567.7657185865,12000.0,12718.803082822284,12778.760314718716,11567.7657185865,12000.0,12718.803082822284,12778.760314718716,0.963980476548875,0.9953080556783451,0.963980476548875,0.9953080556783451,105
8,11567.7657185865,12000.0,14946.25211295817,13972.780808288582,11567.7657185865,12000.0,14946.25211295817,13972.780808288582,0.963980476548875,1.0696691172663446,0.963980476548875,1.0696691172663446,120
9,11598.868863386699,12000.0,17919.15932088318,15653.890007918491,11598.868863386699,12000.0,17919.15932088318,15653.890007918491,0.9665724052822249,1.144709673558381,0.9665724052822249,1.144709673558381,135
10,11598.868863386699,12000.0,20148.474290226597,17568.43177648285,11598.868863386699,12000.0,20148.474290226597,17568.43177648285,0.9665724052822249,1.1468567340880933,0.9665724052822249,1.1468567340880933,150
11,11735.2419642578,12000.0,20672.269415788032,19464.25417577115,11735.2419642578,12000.0,20672.269415788032,19464.25417577115,0.9779368303548167,1.0620632688572575,0.9779368303548167,1.0620632688572575,165
12,11735.2419642578,12000.0,20839.96492118752,21684.647847602406,11735.2419642578,12000.0,20839.96492118752,21684.647847602406,0.9779368303548167,0.9610469613179224,0.9779368303548167,0.9610469613179224,180
13,11733.4471016597,12000.0,20200.036031821593,21053.07975724306,11733.4471016597,12000.0,20200.036031821593,21053.07975724306,0.9777872584716416,0.9594812856238771,0.9777872584716416,0.9594812856238771,195
14,11733.4471016597,12000.0,20161.45837038625,21051.182703677878,11733.4471016597,12000.0,20161.45837038625,21051.182703677878,0.9777872584716416,0.9577351854375298,0.9777872584716416,0.9577351854375298,210
15,11594.2828850541,12000.0,18946.915499989864,20199.29240385988,11594.2828850541,12000.0,18946.915499989864,20199.29240385988,0.966190240421175,0.9379989715070068,0.966190240421175,0.9379989715070068,225
16,11594.2828850541,12000.0,17309.639080894296,18407.83089477682,11594.2828850541,12000.0,17309.639080894296,18407.83089477682,0.966190240421175,0.9403410526661165,0.966190240421175,0.9403410526661165,240
17,11567.816302531799,12000.0,14972.37167123988,15734.139713139855,11567.816302531799,12000.0,14972.37167123988,15734.139713139855,0.9639846918776499,0.9515850211204233,0.9639846918776499,0.9515850211204233,255
18,11567.816302531799,12000.0,11779.955561839035,12235.770088027715,11567.816302531799,12000.0,11779.955561839035,12235.770088027715,0.9639846918776499,0.9627473773281602,0.9639846918776499,0.9627473773281602,270
19,11211.9955588242,12241.796611158301,17530.578313718765,18779.723783681853,11567.7657185865,12000.0,14974.04915702474,15734.13945111367,0.9158782746483922,0.9334843534254481,0.963980476548875,0.951691651364185,285
20,7279.86886871568,18375.9920101009,21519.94829053917,27993.985263660063,11567.7657185865,12000.0,17294.75791859396,18407.83114230459,0.39616195222081546,0.7687347152559568,0.963980476548875,0.9395326252666139,300
21,5240.1114446049105,14848.996344382,15351.167139876941,21655.33623154025,11598.868863386699,12000.0,18982.672866660538,20199.292058150164,0.3528933082798869,0.7088861135999587,0.9665724052822249,0.939769216268214,315
22,3068.68248736095,19304.1952328076,10033.604696676814,22815.4940219189,11598.868863386699,12000.0,20162.57815365035,21051.18270293876,0.15896453855510664,0.4397715292527747,0.9665724052822249,0.957788378837054,330
23,2429.11758583181,17122.6206244063,7621.753107892099,19753.05684264188,11735.2419642578,12000.0,20198.232704741007,21053.07909915828,0.14186599347820544,0.3858518288388991,0.9779368303548167,0.9593956594001753,345
